event_name,supplier_id,supplier_name,score,confidence_score,match_sentence,mentioned_org,mentioned_other_org,index_events,properties_other_mentioned_org,uuid_org
Layoff,1452,"Uber Technologies, Inc.",40,77.75833432,['Months into the COVID crisis Uber  laid off about 14% of its workforce (not including contracted drivers) the majority of cuts coming from community operations and recruiting departments'],['Uber'],['Uber'],249,Uber,5e2a0e51-feb9-405b-ae77-e214b18b19b4
Layoff,1452,"Uber Technologies, Inc.",40,92.00601197,[' Uber After Buying Postmates Lays Off  More Than 180 Employees'],['Uber'],['Uber'],250,Uber,5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,97,Neiman Marcus,50,74.5040776,"['Nordstrom competitors Barneys and Neiman Marcus have gone  bankrupt while Macy’s which owns Bloomingdale’s is closing 20 per cent of its stores', ' Neiman Marcus is a luxury retail chain that filed for bankruptcy in May of last year', 'Its anchor tenant Neiman Marcus  filed for bankruptcy and closed permanently and at least four other stores as well as several restaurants have also gone out of business', 'Its anchor tenant Neiman Marcus  filed for bankruptcy and closed permanently and at least four other stores as well as several restaurants have also gone out of business', ""Nordstrom competitors Barneys and Neiman Marcus have gone  bankrupt while Macy's which owns Bloomingdale 's is closing 20% of its stores""]","['Macy’s', 'Macys', 'Neiman Marcus', 'Bloomingdale s', 'Bloomingdale’s', 'Barneys', 'Nordstrom']","['Macy’s', 'Macys', 'Bloomingdale s', 'Bloomingdale’s', 'Barneys', 'Nordstrom']",251,"Macy’s,Macys,Bloomingdale s,Bloomingdale’s,Barneys,Nordstrom",47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,97,Neiman Marcus,100,94.00148511,['The retail-sales plunge wiped out iconic brands like Brooks Brothers and Neiman Marcus both of which filed for Chapter 11 bankruptcy protection'],"['Neiman Marcus', 'Brooks Brothers']",['Brooks Brothers'],252,Brooks Brothers,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,70.45632603,"['On August 2 Le Tote Inc. and certain of its subsidiaries including Lord & Taylor LLC  filed for Chapter 11 bankruptcy', 'On August 2 Le Tote Inc. and certain of its subsidiaries including Lord & Taylor LLC  filed for Chapter 11 bankruptcy', 'On August 2 Le Tote Inc. and certain of its subsidiaries including Lord & Taylor LLC  filed for Chapter 11 bankruptcy']","['Lord Taylor LLC', 'Le Tote Inc']","['Lord Taylor LLC', 'Le Tote Inc']",253,"Lord Taylor LLC,Le Tote Inc",abebf617-5d62-64f0-481c-803909366a00
Layoff,1,VMWare,40,57.4548813,"['Last month VMware also confirmed the company is laying off an undisclosed number of employees', 'Last month VMware also confirmed the company is laying off an undisclosed number of employees', ""RELATED VMware  lays off some employees as part of 'workforce rebalancing'""]",['VMware'],[],254,,fb1e0239-94df-a94c-56d9-28956a629ed9
Layoff,1153,"Open Table, Inc",40,74.59056613,"['But its Kayak and OpenTable brands furloughed or laid off around 400 employees in April and sister company Agoda in Singapore parted ways with around 1,500 employees in May']","['Kayak', 'OpenTable', 'Agoda']","['Kayak', 'Agoda']",255,"Kayak,Agoda",38c9f599-0d24-502a-b189-3abe1eda4b69
Bankruptcy,195,Ascena Retail Group,50,85.55940072,"['The Ascena Retail Group announced in November that “a wind down of all Justice locations is expected to conclude by early 2021 ” The Ascena Retail Group  filed for Chapter 11 bankruptcy in July', 'The shops closed after parent-company Ascena Retail Group  filed for bankruptcy']","['Justice', 'Ascena Retail Group', 'The Ascena Retail Group']",['Justice'],256,Justice,d6232010-dad0-e9dc-2262-b38d7a29d811
Layoff,125,iQor (Collections),40,63.96645415,"[' iQor seems to have reduced its workforce by around 10,000 employees over the past two years as it shuttered some of its delivery centers']",['iQor'],['iQor'],257,iQor,7196fab4-8c5f-cae4-a6f9-9c9adc0e150c
Layoff,441,DELL CORPORATION LTD - UK,40,68.67695738,"['channelnews Dell Moves To Cut  Staff As Debt Rises To Over $46 Billion', 'Tech leader Dell announces major cut in workforce amid ongoing economic crisis – Reports Watch', ' Dell confirmed this week that it was laying off  some employees while at the same time VMware confirmed it will be reducing salaries for employees who choose to relocate and permanently work from home', ' Dell  cuts  jobs again', 'Palo Alto Networks updated its SD-WAN platform; AT&T CEO John Stankey girds for more economic upheaval; and Dell is cutting  jobs']","['Palo Alto Networks', 'ATT', 'VMware', 'Dell']","['Palo Alto Networks', 'ATT', 'VMware', 'Dell']",258,"Palo Alto Networks,ATT,VMware,Dell",6d74adca-e405-4fba-973e-c35cc262273c
Bankruptcy,97,Neiman Marcus,100,87.48765174,"['Luxury retailer Neiman Marcus  filed for Chapter 11 bankruptcy in May', 'In recent months brands like Lord & Taylor and Neiman Marcus have declared  bankruptcy while Nordstrom closed 16 stores', 'At least three of its retail tenants remain temporarily closed Saks Fifth Avenue T.J. Maxx and Neiman Marcus which is going through bankruptcy proceedings', 'Upscale department store chain Neiman Marcus  filed for bankruptcy in early May']","['Saks Fifth Avenue', 'TJ Maxx', 'Neiman Marcus', 'Lord Taylor', 'Nordstrom']","['Saks Fifth Avenue', 'TJ Maxx', 'Lord Taylor', 'Nordstrom']",259,"Saks Fifth Avenue,TJ Maxx,Lord Taylor,Nordstrom",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,30,IBM,60,67.60269817,"[' IBM plans to cut about 20 percent of its European workforce with the heaviest blow to fall on technology jobs in the UK and Germany as it prepares to roll out “ NewCo ” the company told labor representatives in the European Union according to Bloomberg', '• IBM is cutting 20% of workforce – some 10,000 – in Europe sources say']","['Bloomberg', 'IBM']",['Bloomberg'],260,Bloomberg,fc5fbe7a-562d-d577-b05e-46797caa134c
Layoff,736,National Westminster,50,70.2962442,"[' Natwest to cut  550 jobs and shut the Regents House office', 'UK bank NatWest  cuts  more than 500 jobs closes north London office', ' NatWest to cut  550 jobs and close Regents House office in London', ' NatWest to cut  500 jobs and close London tech hub', ' NatWest is cutting up to 550 jobs in bank branches and will close a major London office as it grapples to adapt to the post-Covid world', ' Natwest is cutting  550 jobs in branches and is closing a London office because of “changing customer behaviour”', ' Natwest to cut  550 jobs in branches', ' NatWest is cutting at least 500 jobs across its retail business and closing one of its remaining offices in London', 'UK bank NatWest  cuts  more than 500 jobs closes north London office', 'Banking giant Natwest is set to cut around 550 posts as it slashes jobs at its branches and those of the Royal Bank of Scotland', 'Surf park gets go-ahead for food retail hub and glamping pods | NatWest to cut  550 jobs | Balfour Beatty swings to huge loss', 'Banking giant Natwest is set to cut around 550 posts as it slashes jobs at its branches and those of the Royal Bank of Scotland', ' Natwest to cut  550 jobs in branches and close one office', 'UK Bank NatWest  Cuts  More Than 500 Jobs Closes North London Office', 'UK bank NatWest  cuts  more than 500 jobs closes north London office', ' Natwest to cut  550 jobs in branches', ' NatWest to cut  550 jobs shutter Regents House office', 'British bank Natwest is cutting at least 500 jobs across its retail business and closing one of its remaining offices in London as part of cost-saving measures', 'Lender NatWest has said it plans to cut about 550 jobs at Royal Bank of Scotland and NatWest branches as well as its premier banking unit', 'RBS and NatWest to cut  over 500 full-time jobs through voluntary redundancy', 'Banking giant Natwest is set to cut around 550 posts as it slashes jobs at its branches and those of the Royal Bank of Scotland', 'UK bank NatWest  cuts  more than 500 jobs closes north London office', ' NatWest  cuts  more than 500 jobs closes north London office', ' Natwest today said it will cut at least 500 jobs across its retail business and shutter one of its London The post Coronavirus Natwest to slash 500 jobs and shut London office appeared first onCityAM', 'Banking giant Natwest is set to cut around 550 posts as it slashes jobs at its branches and those of the Royal Bank of Scotland', ' NatWest  cuts  more than 500 jobs closes north London office']","['RBS', 'Natwest', 'NatWest', 'the Royal Bank of Scotland', 'Royal Bank of Scotland']","['RBS', 'Natwest', 'the Royal Bank of Scotland', 'Royal Bank of Scotland']",261,"RBS,Natwest,the Royal Bank of Scotland,Royal Bank of Scotland",744f25a6-21f9-131d-a4d9-b1348664741e
Layoff,997,UNUM GROUP,40,76.92804461,[' Unum Group is laying off  30 employees in Portland as part of a broad restructuring effort designed to help the disability insurer adapt to changes in the marketplace'],['Unum Group'],['Unum Group'],262,Unum Group,5d810b7a-629c-2858-ae4b-72d14309fdda
Bankruptcy,97,Neiman Marcus,62,78.32829802,"['Already household names like Hertz and Neiman Marcus have filed for bankruptcy with experts predicting that more companies will seek bankruptcy protection', ' Neiman Marcus which filed for bankruptcy earlier this year pressured by store closures and dwindling sales handed over a part of Mytheresa to its creditors to exit Chapter 11', ' Neiman Marcus which filed for bankruptcy earlier this year pressured by store closures and dwindling sales handed over a part of Mytheresa to its creditors to exit Chapter 11', 'Nonetheless the American store chain Neiman Marcus which had filed for Chapter 11 bankruptcy earlier this year largely due to a deluge of forced store closures and a slandering slump in sales had handed over a part of the German online retail group as part of its proposed overhaul to emerge from the bankruptcy', 'Debt-laden brick-and-mortar mainstays J.C. Penney J.Crew and Neiman Marcus all filed for Chapter 11 bankruptcy since the spring', 'Debt-laden brick-and-mortar mainstays J.C. Penney J.Crew and Neiman Marcus all filed for Chapter 11 bankruptcy since the spring', 'Debt-laden brick-and-mortar mainstays J.C. Penney J.Crew and Neiman Marcus all filed for Chapter 11 bankruptcy since the spring', ' Neiman Marcus which filed for bankruptcy earlier this year pressured by store closures and dwindling sales handed over a part of Mytheresa to its creditors to exit Chapter 11']","['Neiman Marcus', 'Hertz', 'JC Penney JCrew', 'Mytheresa']","['Hertz', 'JC Penney JCrew', 'Mytheresa']",263,"Hertz,JC Penney JCrew,Mytheresa",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),40,79.24667221,[' Lord & Taylor  laying off  up to 40 employees in White Flint'],[],[],264,,abebf617-5d62-64f0-481c-803909366a00
Layoff,135,Accenture - Retail Bank,80,67.27693685,"['Published reports said that Accenture was cutting as many as 25,000 jobs around the world as it seeks to pare down its nearly half-a-million strong workforce']",['Accenture'],[],265,,ce8c7d08-72d3-c537-68be-ae46d6ffc228
Layoff,420,CVent,40,71.3521286,['Furloughs at Tysons Software Company — “ Cvent Inc. is laying off or furloughing 10% of its global workforce citing the impacts of the Covid-19 pandemic on its business with the meetings and hospitality industries… A company spokesman said the move involves about 7% of the company’s staff in Greater Washington ” [ Washington Business Journal ]'],"['Washington Business Journal', 'Tysons Software Company']","['Washington Business Journal', 'Tysons Software Company']",266,"Washington Business Journal,Tysons Software Company",30be31c8-67a8-2cb5-2668-2e988f0130f8
Layoff,1145,InterPublicGroup (IPG),40,66.00778562,"['When it comes to headcount Omnicom has slashed 6,100 employees (about 9% of the previously 70,000-strong workforce) and IPG has cut just 694 staff ( 1.3% and now employs 52,000 ) according to stock market filings', 'When it comes to headcount Omnicom has slashed 6,100 employees (about 9% of the previously 70,000-strong workforce) and IPG has cut just 694 staff ( 1.3% and now employs 52,000 ) according to stock market filings']","['IPG', 'Omnicom']","['IPG', 'Omnicom']",267,"IPG,Omnicom",e8e3de70-5662-f2c6-dd5d-7f23b73bd4b6
Layoff,30,IBM,40,63.59926743,"[' IBM PLANNING TO CUT ABOUT 10,000 JOBS IN EUROPE -Industry Global News24']",['IBM'],[],268,,fc5fbe7a-562d-d577-b05e-46797caa134c
Bankruptcy,97,Neiman Marcus,50,87.12363519,['Esteemed department stores Barneys and Neiman Marcus  went  bankrupt before and during lockdown'],"['Neiman Marcus', 'Barneys']",['Barneys'],269,Barneys,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,201,AT And T,40,72.68246186,"['Since receiving $21 billion from the Tax Cuts and Jobs Act of 2017 AT&T has steadily cut  jobs each quarter despite promises to create 7,000 new jobs CWA said in its release']","['ATT', 'CWA']",['CWA'],270,CWA,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Layoff,1452,"Uber Technologies, Inc.",40,51.88969315,"['Months after acquiring food delivery rival Postmates Uber is laying off  about 185 people at Postmates in an obvious move to cut cost', ' Uber  cuts  jobs Lime adds mopeds and Uber Eats grabs prescriptions']","['Lime', 'Uber', 'Postmates', 'Uber Eats']","['Lime', 'Uber', 'Postmates', 'Uber Eats']",271,"Lime,Uber,Postmates,Uber Eats",5e2a0e51-feb9-405b-ae77-e214b18b19b4
Layoff,137,ACCENTURE-COMMERCIAL BANK,80,61.44850505,"['• Other major consulting firms including Deloitte and Accenture have cut  hundreds of jobs as clients slashed budgets', 'Read more Accenture is cutting US staff and top execs just warned of more pain to come as the consulting giant promotes fewer people and looks to control costs']","['Accenture', 'Deloitte']","['Accenture', 'Deloitte']",272,"Accenture,Deloitte",55c538c6-da99-201f-1b45-65c938cfd4dd
Layoff,97,Neiman Marcus,40,83.06075584,"['Luxury retailer Neiman Marcus will lay off  257 employees when it closes its 188,000-square-foot Hudson Yards outpost next month as part of its bankruptcy proceedings a little more than a year after the store opened state records show']",['Neiman Marcus'],[],273,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,767,Oracle Corporation,40,73.97101439,"[' Oracle is reportedly preparing to cut as many as 1,300 jobs across Europe']",['Oracle'],[],274,,d5a41c28-5fb9-43c9-9f5f-6495fee6a7d8
Layoff,413,Credit Sesame Inc.,40,81.81426868,['• Credit Sesame  laid off nearly 14% of its workforce on Wednesday Business Insider has learned'],"['Credit Sesame', 'Business Insider']",['Business Insider'],275,Business Insider,75685ae6-5ba1-0ffb-80ba-3c0bf539e04d
Layoff,1310,Paypal Inc,40,55.80110445,['— PayPal is cutting  56 jobs at one of its sites in north San Jose'],['PayPal'],[],276,,aeae42a1-3e5d-4496-82f4-3182afbb32f0
Bankruptcy,97,Neiman Marcus,50,77.34529281,"['Struggling with mounting debt and prolonged closures a number of nationwide chains — including boldface names like JCPenney and Neiman Marcus — filed for bankruptcy protection last year in hopes of salvaging their businesses', 'Struggling with mounting debt and prolonged closures a number of nationwide chains — including boldface names like JCPenney and Neiman Marcus — filed for bankruptcy protection last year in hopes of salvaging their businesses', ""The loss of Britain 's department store staple Debenhams and Nordstrom competitors Barneys and Neiman Marcus  filing  bankruptcy are stark reminders that the death of the department store chain is not just a possibility but a reality"", ""The loss of Britain 's department store staple Debenhams and Nordstrom competitors Barneys and Neiman Marcus  filing  bankruptcy are stark reminders that the death of the department store chain is not just a possibility but a reality""]","['JCPenney', 'Debenhams', 'Neiman Marcus', 'Barneys', 'Nordstrom']","['JCPenney', 'Debenhams', 'Barneys', 'Nordstrom']",277,"JCPenney,Debenhams,Barneys,Nordstrom",47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,97,Neiman Marcus,100,56.26908968,['Forty-four retailers — including Stein Mart Pier 1 Imports J.C. Penney Sur la Table and Neiman Marcus — have filed for bankruptcy in 2020 so far according to S&P Global Market Intelligence'],"['JC Penney Sur la Table', 'Neiman Marcus', 'Stein Mart Pier Imports', 'SP Global Market Intelligence']","['JC Penney Sur la Table', 'Stein Mart Pier Imports', 'SP Global Market Intelligence']",278,"JC Penney Sur la Table,Stein Mart Pier Imports,SP Global Market Intelligence",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,135,Accenture - Retail Bank,40,78.0322324,"['Accenture ( ACN ) – Accenture plans to cut at least 25,000 jobs globally according to a report in the Australian Financial Review', ' Accenture is cutting as many as 25,000 jobs around the world as it seeks to pare down its nearly half-a-million strong workforce according to a published report', 'With India being the largest employee base of Accenture with over two lakh personnel the decision to lay off 5 per cent of the staff by the tech giant is likely to have a major impact on employees in India with approximately 10,000 people likely to face the axe']","['Accenture', 'the Australian Financial Review']",['the Australian Financial Review'],279,the Australian Financial Review,ce8c7d08-72d3-c537-68be-ae46d6ffc228
Layoff,136,Accenture (HR),40,78.0322324,"[' Accenture is cutting as many as 25,000 jobs around the world as it seeks to pare down its nearly half-a-million strong workforce according to a published report', 'Accenture ( ACN ) – Accenture plans to cut at least 25,000 jobs globally according to a report in the Australian Financial Review', 'With India being the largest employee base of Accenture with over two lakh personnel the decision to lay off 5 per cent of the staff by the tech giant is likely to have a major impact on employees in India with approximately 10,000 people likely to face the axe']","['Accenture', 'the Australian Financial Review', 'ACN']","['the Australian Financial Review', 'ACN']",280,"the Australian Financial Review,ACN",0d5171b3-68b3-37c3-cb50-8cd8ccb8930b
Bankruptcy,548,FRONTIER COMMUNICATIONS CORPORATION,50,50.15666235,[' Frontier Communications  filed for bankruptcy on April 14 to kick-start a prearranged $10 billion debt-cutting proposal backed by its bondholders'],['Frontier Communications'],['Frontier Communications'],281,Frontier Communications,90eba7fe-ddbd-e043-67f8-bdfa0710bfd6
Layoff,136,Accenture (HR),80,67.27693685,"['Published reports said that Accenture was cutting as many as 25,000 jobs around the world as it seeks to pare down its nearly half-a-million strong workforce']",['Accenture'],[],282,,0d5171b3-68b3-37c3-cb50-8cd8ccb8930b
Layoff,136,Accenture (HR),40,55.2585804,"['Consultancy company Accenture will cut up to 250 jobs at its Australian operations as part of an international restructure to cut 25,000 positions worldwide']",['Accenture'],[],283,,0d5171b3-68b3-37c3-cb50-8cd8ccb8930b
Bankruptcy,97,Neiman Marcus,50,92.8750262,"['JC Penney Neiman Marcus and other retailers have declared  bankruptcy and each company blamed the shutting down of their stores as the reason', 'For example clothing stores like Neiman Marcus and J Crew have already filed for bankruptcy protection', 'JC Penney Neiman Marcus and other retailers have declared  bankruptcy and each company blamed the shutting down of their stores as the reason', ""That's why tony retailers like J.Crew and Neiman Marcus have filed for bankruptcy protection while discounters like Big Lots Inc. ( NYSE BIG ) and Dollar Tree Inc. ( NASDAQ DLTR) both announced last week that they beat their first-quarter earnings estimates"", 'JC Penney Neiman Marcus and other retailers have declared  bankruptcy and each company blamed the shutting down of their stores as the reason', 'Upscale department store Neiman Marcus and other retailers have filed for bankruptcy protection or liquidation', 'JC Penney Neiman Marcus and other retailers have declared  bankruptcy and each company blamed the shutting down of their stores as the reason', 'So far J.Crew Neiman Marcus and JCPenney filed for bankruptcy while Pier 1 Imports announced it was going out of business', 'And chains found in the mall including Neiman Marcus J.C. Penney and J.Crew have filed for Chapter 11 bankruptcy protection during the crisis', 'Last month two more clothing chains Neiman Marcus and J.Crew filed for bankruptcy', 'And of course it is already better off than J.C. Penney and Neiman Marcus both of which filed for bankruptcy protection this month', 'Crew J.C. Penney and Neiman Marcus have filed for bankruptcy protection while Modell’s was set to host liquidation sales after its stores reopen', 'Crew and Neiman Marcus have filed for chapter 11 bankruptcy while others are deferring commercial rent payments until they can reopen', 'Crew and Neiman Marcus have filed for chapter 11 bankruptcy while others are deferring commercial rent payments until they can reopen', 'There recently has been a wave of national developments and while chains like Neiman Marcus  filed for bankruptcy and Nordstrom announced the closing of stores they don’t have locations in our market Osborn said', 'Following weeks of speculation Neiman Marcus  filed for bankruptcy in early May', 'Crew and Neiman Marcus have filed for chapter 11 bankruptcy while others are deferring commercial rent payments until they can reopen', 'Some large retailers like JCPenney and Neiman Marcus have filed for Chapter 11 bankruptcy protection a process that will result in downsizing and shedding excess stores', 'N> have announced layoffs while some big retailers like JC Penney and high-end chain Neiman Marcus have filed for bankruptcy', 'Boeing and pipeline operator Energy Transfer have announced layoffs while some big retailers like JC Penney and high-end chain Neiman Marcus have filed for bankruptcy', 'N ) have announced layoffs while some big retailers like JC Penney and high-end chain Neiman Marcus have filed for bankruptcy', 'J.C. Penney and Neiman Marcus two other major mall tenants both declared  bankruptcy in May', ""The retailers and restaurants at Hudson Yards are closed and the complex's anchor tenant Neiman Marcus recently declared  bankruptcy"", ""Read More Neiman Marcus just filed for bankruptcy and it could mark a major blow to NYC 's glitzy Hudson Yards — one of the most expensive mega-malls in US history"", 'J.Crew and Neiman Marcus  sought  bankruptcy protection days before J.C. Penney', 'In recent weeks Gap has stopped paying rent on its stores and both J.Crew and Neiman Marcus have filed for bankruptcy', 'Meanwhile U.S. department-store operators J.C. Penney and Neiman Marcus have also filed for bankruptcy since the outbreak of the virus after years of increasing competition from online retailers', 'J.Crew and Neiman Marcus  sought  bankruptcy protection days before J.C. Penney', 'Penney joins luxury department store chain Neiman Marcus J.Crew and Stage Stores in filing for bankruptcy reorganization']","['J Crew', 'JC Penney', 'JCrew Neiman Marcus', 'Dollar Tree Inc', 'Crew JC Penney', 'Stage Stores', 'JC Penney Penney', 'Big Lots Inc', 'Modell’s', 'Pier Imports', 'Gap', 'Energy Transfer', 'JCPenney', 'DLTR', 'Crew', 'Neiman Marcus JCrew', 'Nordstrom', 'NYSE', 'Boeing', 'Neiman Marcus', 'JC Penney Neiman Marcus', 'JCrew', 'NASDAQ']","['J Crew', 'JC Penney', 'Dollar Tree Inc', 'Crew JC Penney', 'Stage Stores', 'JC Penney Penney', 'Big Lots Inc', 'Modell’s', 'Pier Imports', 'Gap', 'Energy Transfer', 'JCPenney', 'DLTR', 'Crew', 'Nordstrom', 'NYSE', 'Boeing', 'JCrew', 'NASDAQ']",284,"J Crew,JC Penney,Dollar Tree Inc,Crew JC Penney,Stage Stores,JC Penney Penney,Big Lots Inc,Modell’s,Pier Imports,Gap,Energy Transfer,JCPenney,DLTR,Crew,Nordstrom,NYSE,Boeing,JCrew,NASDAQ",47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,548,FRONTIER COMMUNICATIONS CORPORATION,50,50.67322167,[' Frontier Communications  filed for bankruptcy in March leaving many investors and other creditors in the lurch according to a Wall Street Journal report'],"['Frontier Communications', 'Wall Street Journal']","['Frontier Communications', 'Wall Street Journal']",285,"Frontier Communications,Wall Street Journal",90eba7fe-ddbd-e043-67f8-bdfa0710bfd6
Bankruptcy,560,General Motors,50,80.7309456,"[' General Motors  filed for bankruptcy on June 1st, 2009 in the grips of the so-called Great Recession']",['General Motors'],[],286,,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Bankruptcy,97,Neiman Marcus,83,91.82898449,"['Crew and Neiman Marcus  filing for bankruptcy and individuals being laid off en masse in light of non-essential business closures and shelter-in-place mandates', 'Macy’s had furloughed most of its 125,000 employees ; Neiman Marcus and J.Crew would both file for bankruptcy in the weeks to come', 'Department store chains Neiman Marcus Stage Stores and J.C. Penney have filed for bankruptcy protection', 'Earlier last month American department store company Neiman Marcus  filed for Chapter 11 bankruptcy protection', 'Already 2020 has seen once-mighty retail giants JCPenney Pier 1 and Neiman Marcus  file for  bankruptcy', 'Earlier this month luxury department store Neiman Marcus  filed for  bankruptcy after furloughing 14,000 employees and temporarily closing its 43 stores', 'Already 2020 has seen once-mighty retail giants JCPenney Pier 1 and Neiman Marcus  file for  bankruptcy', 'One source noted that Violet Grey may be well positioned in luxury beauty now that Neiman Marcus has filed for  bankruptcy and Barneys New York has gone out of business', 'Crew Group J. Hilburn Neiman Marcus Stage Stores JCPenney Centric Brands and Tuesday Morning all filed for  bankruptcy', 'Already 2020 has seen once-mighty retail giants JCPenney Pier 1 and Neiman Marcus  file for  bankruptcy', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'That includes J.C. Penney and Neiman Marcus both of which have filed for  bankruptcy', 'One of Escada ’s biggest wholesale accounts for many years has been Neiman Marcus which recently filed for  bankruptcy', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'Police estimated millions of dollars in damage to shops including Urban Outfitters the Apple Store and Neiman Marcus which had filed for  bankruptcy weeks before the violence', 'Other high-end retailers like Neiman Marcus and Dean & DeLuca have filed for  bankruptcy recently', 'Earlier this month luxury department store Neiman Marcus  filed for  bankruptcy after furloughing 14,000 employees and temporarily closing its 43 stores', 'Historic department stores with huge brand recognition like Neiman Marcus and J.C. Penney ( NYSE JCP ) have filed for  bankruptcy', 'Other high-end retailers like Neiman Marcus and Dean & DeLuca have filed for  bankruptcy recently']","['Escada', 'Dean DeLuca', 'JC Penney', 'Barneys New York', 'Macy’s', 'JCPenney Centric Brands', 'Neiman Marcus', 'Tuesday Morning', 'JCPenney Pier', 'J Hilburn', 'Violet Grey', 'Urban Outfitters the Apple Store', 'NYSE JCP', 'Neiman Marcus Stage Stores', 'JCrew', 'Crew', 'JC Penney Neiman Marcus', 'Crew Group']","['Escada', 'Dean DeLuca', 'JC Penney', 'Barneys New York', 'Macy’s', 'JCPenney Centric Brands', 'Tuesday Morning', 'JCPenney Pier', 'J Hilburn', 'Violet Grey', 'Urban Outfitters the Apple Store', 'NYSE JCP', 'JCrew', 'Crew', 'Crew Group']",287,"Escada,Dean DeLuca,JC Penney,Barneys New York,Macy’s,JCPenney Centric Brands,Tuesday Morning,JCPenney Pier,J Hilburn,Violet Grey,Urban Outfitters the Apple Store,NYSE JCP,JCrew,Crew,Crew Group",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,897,Shop Direct Group (Partnership) - UK,40,52.32043965,[' The Very Group  cuts  141 jobs create 100 new roles amid restructure'],['The Very Group'],['The Very Group'],288,The Very Group,7cbd27a2-8291-4e5f-96eb-ac0a84effa5d
Layoff,560,General Motors,40,59.91025911,[' General Motors plans to lay off  525 workers and eliminate its third shift at its Spring Hill plant'],['General Motors'],[],289,,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Layoff,917,"Staples, Inc.",40,75.33661805,[' Staples  cuts  hundreds of jobs | - Office Products International'],"['Office Products International', 'Staples']",['Office Products International'],290,Office Products International,baad26dc-464d-dcb3-638b-260dd8d3d8be
Layoff,690,Markit,40,53.5568386,[' IHS Markit and Cips the Chartered Institute of Procurement & Supply said firms laid off or furloughed workers again in June'],"['IHS Markit', 'Cips the Chartered Institute of Procurement Supply']",['Cips the Chartered Institute of Procurement Supply'],291,Cips the Chartered Institute of Procurement Supply,e4739507-5793-4850-9729-ee1d79ad80b8
Layoff,447,DEUTSCHE BANK,40,69.72671392,"['The existentially-threatened Deutsche Bank is cutting  18,000 jobs—eventually']",['Deutsche Bank'],['Deutsche Bank'],292,Deutsche Bank,e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
Bankruptcy,914,Standard and Poors (Investor Relations),100,56.33571716,['This year 15 such companies that S&P covers have gone  bankrupt'],[],[],293,,0480df4d-8d7b-2d10-1e81-cbfdc2146921
Layoff,201,AT&T,40,86.09920512,"[' AT&T Has Now Eliminated  41,000 Jobs Since Its $42 Billion Trump Tax Cut', 'New York, NY – AT&T plans to cut over 3,400 technician and clerical jobs across the country over the next few weeks']",['ATT'],[],294,,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Layoff,30,IBM,40,69.2829541,['Companies like Chevron IBM Boeing Uber and Virgin have announced the cutting of several thousand jobs and the closure of offices all over the country and even the world in some cases'],"['Boeing', 'IBM', 'Virgin', 'Uber', 'Chevron']","['Boeing', 'Virgin', 'Uber', 'Chevron']",295,"Boeing,Virgin,Uber,Chevron",fc5fbe7a-562d-d577-b05e-46797caa134c
Layoff,631,Intuit,40,65.06420637,"[""( Reuters ) - TurboTax-maker Intuit Inc has cut  715 jobs its Chief Executive Officer Sasan Goodarzi said in a note to employees on Monday a move that is a part of the company's ongoing strategy to become an AI-driven platform""]","['Intuit Inc', 'Reuters', 'AIdriven']","['Reuters', 'AIdriven']",296,"Reuters,AIdriven",fbef6457-9149-72cf-af57-7cfbe15c05f8
