uuid,properties.name,properties.identifier.permalink,properties.identifier.image_id,properties.identifier.uuid,properties.identifier.entity_def_id,properties.identifier.value,properties.primary_job_title,properties.description,properties.primary_organization.permalink,properties.primary_organization.image_id,properties.primary_organization.uuid,properties.primary_organization.entity_def_id,properties.primary_organization.value,properties.gender
bfe30d29-16dc-25d1-36f2-129f8d4e9ff4,Rich Heaton,rich-heaton,tqsj3fuqz8qokjtaimbm,bfe30d29-16dc-25d1-36f2-129f8d4e9ff4,person,Rich Heaton,"Head of Software, Neuron Software (Inferentia and Trainium)","Rich Heaton is the Head of Software, Neuron Software (Inferentia and Trainium) at Amazon.",amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
5fb6fa2d-49d2-92a0-58d7-5441f8e3150d,Barry Evans,barry-evans,eimo4q4mit0cfwnvf6rp,5fb6fa2d-49d2-92a0-58d7-5441f8e3150d,person,Barry Evans,Head of Application Modernization Lab,Barry Evans  is the Head of Application Modernization Lab at  Amazon Web Services.,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
7d20bc02-7586-495d-9c63-008215fb2537,Alex Smola,alex-smola,hygajhnv3tlo8xj5hf1s,7d20bc02-7586-495d-9c63-008215fb2537,person,Alex Smola,Distinguished Scientist / VP,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
ccf643f4-d62b-e22c-c401-bfe1f98c3b4b,Petra Wolf,petra-wolf,v1463638980/wjjnbjfegxfqlg4nofab.png,ccf643f4-d62b-e22c-c401-bfe1f98c3b4b,person,Petra Wolf,Head of EMEA Commercial Territory Marketing,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,female
39c5844f-1cd9-7633-1236-777a5582eb40,Alfonso Amat,alfonso-amat,v1436102720/w3npywa5dj5z36l03wds.jpg,39c5844f-1cd9-7633-1236-777a5582eb40,person,Alfonso Amat,Head of Startup Business Development,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
7bd4d99f-acc0-4e5a-b104-971c3f058971,Lizelle Hughes,lizelle-hughes,df7u7dyuyhctf0dlmlos,7bd4d99f-acc0-4e5a-b104-971c3f058971,person,Lizelle Hughes,Head of Partner Field Engagement,"Lizelle is the leader of the Partner Success Manager team across Australia, and is focused on the success of AWS’s customers and partners driving innovation and ultimately delivering transformative business outcomes. Lizelle is responsible for building out the partner strategy and executing against it with a team of people, who are the quiet achievers behind the success of our Consulting Partners, Technology Partners and Global Systems Integrators – servicing AWS’s most successful customers. 

With over 18 years of experience in various roles – spanning technical consultancy, technical pre-sales, product marketing, strategy, sales, technology partnerships and channel, Lizelle is passionate about the long term success of the Australian ICT channel – and how they evolve to continually deliver customer outcomes.",amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,female
b466c0d4-18d7-af34-820f-33ce9ea4c355,Adi Krishnan,adi-krishnan,v1461313724/xmj0phlynwftw9qkxosj.jpg,b466c0d4-18d7-af34-820f-33ce9ea4c355,person,Adi Krishnan,Head of Amazon Kinesis Data and Video Streams,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
d6ff537a-2d32-aad5-89be-252474bbf895,Keran McKenzie,keran-mckenzie,v1423628814/naptuawj8ubpvsy8uv47.jpg,d6ff537a-2d32-aad5-89be-252474bbf895,person,Keran McKenzie,Head of Software Partners,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
ff22025c-77bd-7ce9-fa7f-8b43cf3694dc,Adrian Cockcroft,adrian-cockcroft,v1455085312/lkpldcrbpglhqd5nnd0f.png,ff22025c-77bd-7ce9-fa7f-8b43cf3694dc,person,Adrian Cockcroft,Vice President Cloud Architecture Strategy,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
b9a58faa-c5cf-4e13-90f4-5143f353f36d,David Holladay,david-holladay,eomqgkqdygiobacuqcqc,b9a58faa-c5cf-4e13-90f4-5143f353f36d,person,David Holladay,Head of AWS Game Tech Marketing,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
e0ee59fa-da73-4f3c-a90b-b8034fcf0644,John Liu,john-liu-0644,yhdmurslpmvseabq6bb2,e0ee59fa-da73-4f3c-a90b-b8034fcf0644,person,John Liu,Head of Product Amazon Managed Blockchain,John Liu is the Chief Product Officer Fusion Foundation. He is also the Head of Product Amazon Managed Blockchain of Amazon Web Services (AWS).,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
fb6fc824-ec81-d723-527a-8bfab912d8e2,Scott Laird,scott-laird,v1490704042/cb39lfqjfnintrddhnwg.png,fb6fc824-ec81-d723-527a-8bfab912d8e2,person,Scott Laird,"Head of Marketing Operations, Americas Field and Partner Marketing",,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
defb2f32-00e3-467c-ba96-7d19a9584190,Wilfred Justin,wilfred-justin,skc5qmhplgwf94clwpl9,defb2f32-00e3-467c-ba96-7d19a9584190,person,Wilfred Justin,"Head, AWS AI/ML Evangelism and Partnerships","Wilfred Justin is the head of AI and ML evangelism for Amazon Web Services Worldwide Public Sector. Mr. Justin is responsible for developing and supporting AWS partnerships with key strategic independent software vendors who provide solutions to commercial, Government, Education and Nonprofit organizations. He runs machine learning evangelism days to educate customers on the AWS machine learning stack and Big Data services. In his current role, he works with the CIOs and CTOs of the biggest software startups and influences them to adopt cloud computing for their internal IT as well as for their SaaS offerings.",amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
6fd538ac-c199-1211-8076-84f7c5a85c8a,Calvin Smith,calvin-smith-2,v1505992669/uervkgara2ajzpmrkr0n.png,6fd538ac-c199-1211-8076-84f7c5a85c8a,person,Calvin Smith,"Global Head of Strategy, Cloud Intelligence",,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
cba61831-198b-97d9-999f-91453205b322,Jim Routh,jim-routh,v1397184205/adacd2b7bf336f32f88d594752562961.jpg,cba61831-198b-97d9-999f-91453205b322,person,Jim Routh,"Global Head, Startup & Venture Specialized Business Development",,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
64bd2db2-a134-798a-2f26-e87473bec3ff,Thomas Park,thomas-park-2,v1428737402/kpskoritoqfjhl9vrhei.png,64bd2db2-a134-798a-2f26-e87473bec3ff,person,Thomas Park,"Head of Solutions Architecture, Korea",,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
b7a8eb8b-53e5-d549-04c6-ec1c8cdc7daf,Ronnen Slasky,ronnen-slasky,,b7a8eb8b-53e5-d549-04c6-ec1c8cdc7daf,person,Ronnen Slasky,Head of Technology,,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
493d28e3-88cd-ef65-89d7-3f733aedc70a,Jeff Kelly,jeff-kelly,v1413294795/ifhg3dzf7p3vm6ngjctk.png,493d28e3-88cd-ef65-89d7-3f733aedc70a,person,Jeff Kelly,"Head of Product Marketing, Amazon Aurora",,amazon-web-services,r4wsu8rl4jvpjydbhooy,bd23a50d-2ae3-be33-2a35-383ea9ed13fd,organization,Amazon Web Services,male
14c4447f-19ad-1753-504f-f6bd6de82576,Chris Nelson,chris-nelson,v1455969882/pugg7vaormvujmacnkss.jpg,14c4447f-19ad-1753-504f-f6bd6de82576,person,Chris Nelson,Founder & CEO,,zoot,v1397190440/1d5c20bba04779348f3024d67c8f18fe.gif,2d22c693-a0aa-3fc5-8b9a-87eaa16b7933,organization,Zoot Enterprises,male
b996fb0f-b6b1-a371-8c0d-e3a722d4806f,Alistair Mylchreest,alistair-mylchreest,v1438632235/v937vufn92cog6d3xpln.jpg,b996fb0f-b6b1-a371-8c0d-e3a722d4806f,person,Alistair Mylchreest,CEO North America,,gateway-3d,v1486371307/uwk9jeawlgpw5g0ffmgc.jpg,38a0738c-2ec8-d0d5-dac4-7c7f08f6e91e,organization,Custom Gateway,male
1ef03cb0-f8e5-b2b5-bfbd-5c4d79d6ecd2,John O'Brien,john-o-brien-5,v1463747820/ieexwuifywialoa4ccpk.png,1ef03cb0-f8e5-b2b5-bfbd-5c4d79d6ecd2,person,John O'Brien,"SVP Strategic Solutions, Global Enterprise eCommerce","John O'Brien has been in the payments and fraud industry for over 10 years, leading operational and commercial teams across North America, Euope and Asia Pacific focused on enterprise clients trading globally.
John current role is Vice President for Business Development, overseeing all commercial activity for Worldpay's eCommerce division in North America.",worldpay,olc4x6ea4qy3j8nhry0r,6241c5c3-6dbe-3495-ff65-71c36f2358b0,organization,Worldpay,male
10557460-55cd-488d-b355-88aaf743e1c0,Nicole Jass,nicole-jass,t8jisnyreyvn5mfn73om,10557460-55cd-488d-b355-88aaf743e1c0,person,Nicole Jass,"SVP Product - Integrated Payments, Fraud, and Data","Nicole Jass is senior vice president of integrated payments, data and fraud products at Worldpay, Inc. (NYSE: WP), a global leader in integrated omni-commerce payments that processes more than 40 billion credit and debit card transactions annually. Worldpay, Inc. was formed in early 2018, when Cincinnati-based Vantiv, Inc. acquired Worldpay Group plc, a London-based leader in global eCommerce and technology-led payment solutions. In Nicole’s role at Worldpay, she leads the development and strategy for all data products to help clients better understand and serve their customers throughout the purchase and brand relationship journeys. Prior to joining Worldpay, she founded and served as CEO of SpyderLynk, a mobile activation and marketing platform company focused on helping brands measure media effectiveness by driving digital engagements from offline media. Nicole is an engaging, entertaining and inspirational speaker.",worldpay,olc4x6ea4qy3j8nhry0r,6241c5c3-6dbe-3495-ff65-71c36f2358b0,organization,Worldpay,female
9fdc62b0-2d7e-4440-9427-bff53b9bac77,Ranjita Ghosh,ranjita-ghosh-ac77,ctvzkogebq5uv4anlyg7,9fdc62b0-2d7e-4440-9427-bff53b9bac77,person,Ranjita Ghosh,General Manager and Head of Marketing - APMEA Strategic Market Unit,,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,female
47ef9441-d9c4-29c0-96fe-e4d5402be671,Azim Premji,azim-premji,v1453357611/b614xsesoagixnflenok.jpg,47ef9441-d9c4-29c0-96fe-e4d5402be671,person,Azim Premji,Founder Chairman,"Azim Premji, a graduate in Electrical Engineering from Stanford University, USA has been at the helm of Wipro Limited since the late 1960’s, turning what was then a $2 million hydrogenated cooking fat company into close to $ 8 billion Revenue IT, BPO and R&D Services organization with a presence in 58 countries, that it is today. The overall Wipro group revenues are $ 9 billion.

Premji has been driven by one basic idea – to build an organization deeply committed to Values, with the firm belief that success in business eventually but inevitably follows. Unflinching commitment to Values continues to remain at the core of Wipro. Premji strongly believes that ordinary people are capable of extraordinary things when organized into highly charged teams, and takes keen personal interest in developing leaders and teams.
Wipro’s business success has been driven by keeping the customer at the core of everything it does. Combining its deep expertise in technology with an equally clear understanding of customer industries, Wipro attempts to deliver business value to customers consistently. The consistency is driven by its pioneering efforts in service quality and predictability, through methodologies like Six Sigma, PCMM and Lean. The underlying tenets that drive this overall culture are that of speed, simplicity and excellence.

Premji firmly believes that business organizations have a social responsibility not only to employ ethical, fair and ecologically sensitive business practices but also to actively engage with fundamental societal issues. Wipro Applying Thought in Schools (in India) and Wipro STEM Fellowships (in the US) are initiatives deeply involved in trying to improve quality of school education, while the Wipro Cares program engages with local community causes. Mission 10X works to improve quality of engineering college education. In 2001, Premji established and personally endowed the Azim Premji Foundation, a not-for-profit organization, with a vision of enhancing quality and equity in the public school education system in India, to build a better society. The Azim Premji Foundation works in 7 states of India which have over 300,000 schools. In 2011, the Foundation established the Azim Premji University, which is focused on teaching and research programs in Education and other areas of Human Development.

Over the years, Azim Premji has received numerous honors and accolades, which he considers as recognitions for Team Wipro. BusinessWeek featured him on their cover of the October 2003 issue with the sobriquet India’s Tech King and listed him amongst the top 30 entrepreneurs in world history in July 2007. In October 2005, Financial Times included him in a global list of 25 people dramatically reshaping the way people live, work or think. Time listed him amongst the world’s 100 most influential people in April 2004 and again April 2011, citing his contribution to improving the public education system in India. He was named by Fortune (August 2003) as one of the 25 most powerful business leaders outside the US, by Forbes (March 2003) as one of ten people globally with most power to effect change, and by the Journal of Foreign Policy (November 2011) as amongst the top global thinkers.

Premji became the first Indian recipient of the Faraday Medal and has been conferred honorary doctorates by the Michigan State University and Wesleyan University (in the US), Indian Institute of Technology Bombay, Roorkee and Kharagpur amongst others. He is a member of the Indo-UK, Indo-French CEO forums and a member of the Indo-Japan Business Leaders’ Forum. The Republic of France bestowed upon him the Legion of Honor and Forbes India honored him with its inaugural Outstanding Philanthropist of the Year in November 2012. He was conferred in January 2011 with Padma Vibhushan, the second highest civilian award in India. In September 2013 Premji received All India Management Association (AIMA) Managing India Award as the Corporate Citizen of the Year for his inspiring business values and his contribution to society. He was honored with the Asian Business Leaders Award by Asia House (UK) in October 2013 for his impressive business credentials and his significant efforts to inspire a commitment in others to improving society. In December 2013, Economic Times bestowed Mr. Premji with Life Time Achievement Award.",wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
f89a614d-b32c-451d-ab71-903037f2b4b9,Ashish Khare,ashish-khare-b4b9,td3khxevdtbcg9ksjffs,f89a614d-b32c-451d-ab71-903037f2b4b9,person,Ashish Khare,General Manager and Global Practice Head – IoT & Smart City - CIS,"Thought Leader & Speaker. An Electronic Engineer & MBA from Symbiosis with 26 yrs exp. in Consulting, SI & Manage Services in IT & OT. Working on IT-OT convergence & Service Mgmt framework for IoT. Owns multiple IP’s incl Wipro Smart i-connect™,Platform for Smart Spaces & IoT, won innovation awards.",wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
b7e3d1d1-525d-49fa-9044-f60c9e4fad3c,Jairo Romo Marugan,jairo-romo-marugan,g6yzsftlkhuxwb8stgkw,b7e3d1d1-525d-49fa-9044-f60c9e4fad3c,person,Jairo Romo Marugan,Blockchain & Fintech Sr. Global advisor. Head of Western US and LATAM operations,"Jairo is a global IT business transformation leader, an innovation agent with 18+ years of experience who has improved IT business process and performance across multiple industries and geos (US, Spain, Germany, Ireland, Mexico, Peru, Colombia). He is an expert in driving competitive advantage through innovative real-world IT strategy and speed-of-execution in high growth, high service, and cutting-edge tech. environments -transformation anchored in technology creates sustainable growth. He has a proven track record in int. expansion, building and sustaining in-country operations, P&L management globally and negotiating large, complex deals. Nowadays, he is a DLT technologies expert and one of the creators and leaders of the Fintech & Blockchain practice (multiple applications: SaaS/PaaS/IaaS, money & payments, marketplaces, regulations and cutting edge initiatives in the Financial, Insurance, Healthcare, Energy, Trading, Retail sectors). ",wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
d3e8c035-0382-42d3-a8af-c739858790ea,Kiran Minnasandram,kiran-minnasandram,ee6yfvld6og2mqowx5tv,d3e8c035-0382-42d3-a8af-c739858790ea,person,Kiran Minnasandram,VP and CTO,"Kiran is the CTO and VP at Wipro Digital and also heads the technology architecture practice. In this capacity, he is responsible for providing thought leadership across transformational initiatives. He is based in NJ, USA.",wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
447e2ab8-e95f-4782-8296-6da78c50eda6,Hari Shetty,hari-shetty-eda6,l1kihridjqflfu6op66x,447e2ab8-e95f-4782-8296-6da78c50eda6,person,Hari Shetty,"Sector Head & Senior Vice President - Technology Platforms, Products & Gaming",,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
555c5d29-278b-9ba8-6462-802f2bd5a4bb,Rishad Premji,rishad-premji,v1453783890/fzi6xtqcotzax0g5anud.jpg,555c5d29-278b-9ba8-6462-802f2bd5a4bb,person,Rishad Premji,Chairman,"Rishad Premji is the Chief Strategy Officer and Member of the Board, Wipro Limited. In his role he also lead’s the Investor Relations & Corporate Affairs functions for the company.

Since joining Wipro in 2007, he has been instrumental in shaping Wipro’s strategy and aligning it with the future business landscape. He championed Wipro’s entry into the Origination and Loan Servicing space as an end to end provider of Mortgage solutions. This led to the acquisition of Gallagher Financial Systems (now called Wipro Gallagher Solutions). In the BFSI space, Rishad also spearheaded the integration of Citi Technology Services following Wipro’s acquisition of the Citibank captive in the application and infrastructure space.

As Head of Investor Relations and Corporate Affairs, he has helped significantly scale up the systems, processes, and interactions with both internal and external stakeholders. Recently, he conceptualized Wipro Ventures – a $100M fund to invest in start-ups developing technologies and solutions that will complement Wipro’s businesses through next generation solutions and products.

Prior to joining Wipro, Rishad was with Bain & Company in London, working on assignments across Consumer Products, Automobiles, Telecom and Insurance. He also worked with GE Capital in the US across several businesses throughout the Insurance and Consumer Lending space and is a graduate of GE’s Financial Management Program (FMP).

Rishad is on the Board of Wipro Enterprises Limited, a leading player in the FMCG & Infrastructure Engineering space with sales of ~$1B. He is also on the board of Wipro-GE, a joint venture between Wipro and General Electric in the healthcare domain and on the board of the Azim Premji Foundation. The foundation is one of the largest not-for-profit initiatives in India focused on improving school education working with over 350,000 schools across the country.

Rishad has an MBA from Harvard Business School and a BA in Economics from Wesleyan University in the US. He has also spent a year at the London School of Economics where he was part of the General Course Program. In 2014, he was recognized as a Young Global Leader by the World Economic Forum for his outstanding leadership, professional accomplishments, and commitment to society.",wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
05ce9a5d-9bd0-4935-bf69-9bd751ea01f3,Amit Jha,amit-jha-01f3,hchoxxil4jqawevtqlag,05ce9a5d-9bd0-4935-bf69-9bd751ea01f3,person,Amit Jha,Head - Data Analytics and AI Solutions Practice - ANZ,,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
85dd250a-4bf6-4eb6-9af7-2caf72159e7a,Santhosh Madathil,santhosh-madathil,ltbzdndvtobvfrjnyohk,85dd250a-4bf6-4eb6-9af7-2caf72159e7a,person,Santhosh Madathil,Global Head - IOT Practice,,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
51ee83cc-52fc-a632-59c2-92a4707afbf1,Vinay Stephan Devadatta,vinay-stephan-devadatta,v1495268347/y3df69prrn4m3hnvy6lr.png,51ee83cc-52fc-a632-59c2-92a4707afbf1,person,Vinay Stephan Devadatta,Practice Head - Innovation & Industry Relations,,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
4b964997-cee6-4f44-a3fb-6fb4361c9c7e,Jeyakumar Kaliraj,jeyakumar-kaliraj,,4b964997-cee6-4f44-a3fb-6fb4361c9c7e,person,Jeyakumar Kaliraj,Practice Head Technology,,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
ea1f3ba8-b2b3-57eb-619e-03d9fbbb707a,Azim H Premji,azim-h-premji,v1413520296/qyk9vz1u25jrggsioql8.jpg,ea1f3ba8-b2b3-57eb-619e-03d9fbbb707a,person,Azim H Premji,Founder Chairman,Chairman at Wipro,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
fae28087-1f9c-5712-d6bb-7ffab28fe34e,Avinesh Sharma,avinesh-sharma,,fae28087-1f9c-5712-d6bb-7ffab28fe34e,person,Avinesh Sharma,"Head of Business - Retail, Distribution & Transportation (RDAT) - UK&I",,wipro,ygi0uferwwy6yie5i2f3,ac6ef54a-1f35-a468-2001-f04dd3fc035e,organization,Wipro Technologies,male
b722d8d4-69a6-4f18-bed3-63e1e5b53acc,Ralph Groce III,ralph-groce-iii,g2mk1oojgz013m1zktyv,b722d8d4-69a6-4f18-bed3-63e1e5b53acc,person,Ralph Groce III,Head of Operations Technology,"Ralph Groce is the Head of Operations Technology at Wells Fargo. He attended Questrom School of Business, Boston University.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
35839aa5-3433-4530-a5a4-b2c8fbce1a2d,Perry Abbonzino,perry-abbonzino,aufe1wpuf51p60fjp0sn,35839aa5-3433-4530-a5a4-b2c8fbce1a2d,person,Perry Abbonzino,Founder,Perry ABBONIZIO is the Founder of Wells Fargo.He attend to the Villanova University in 1980.,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
84d9f41a-1388-42d5-b5dd-f5e41aecc480,Walter Dolhare,walter-dolhare,mv0mvjggcklsatsveh3x,84d9f41a-1388-42d5-b5dd-f5e41aecc480,person,Walter Dolhare,Executive Vice President and Co-head of Corporate & Investment Banking,"Walter Dolhare is executive vice president and co-head of Wells Fargo Corporate & Investment Banking, a leading relationship management and investment banking platform that provides a full suite of banking solutions, capital markets and advisory services to middle market, corporate, institutional and government entities across the Americas, Asia and Europe. He also serves as co-head of Wells Fargo International, the global banking entity of Wells Fargo & Co. and is a member of the Wells Fargo Management Committee.

Prior to assuming his current role in 2018, Walter co-led Wells Fargo Securities, a group of roughly 5,000 team members in more than 40 offices across North America, Europe, and Asia. The team focused on delivering a comprehensive set of capital markets and advisory products and services to institutional, middle market and corporate customers.

Since 1995, Walter has held sales management and leadership roles for Wells Fargo and the securities divisions of Wells Fargo’s predecessor firms, including First Union and Wachovia Bank. Walter’s experience and technical expertise reach across all sectors of both U.S. and international markets.

A native of Argentina, Walter moved to the U.S. in 1986. He earned a B.S. in business administration from the University of Notre Dame in South Bend, Indiana, where he played on scholarship for the men’s tennis team.

Walter serves in leadership roles on boards for several Wells Fargo subsidiaries, industry associations and nonprofits, including the Global Financial Markets Association (GFMA), the McColl Center for Art and Innovation, the Hispanic Scholarship Fund, and the Wells Fargo Foundation.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
d7e763b2-c1ce-472a-b008-cbd96cf5dbb9,Holly Hynes,holly-hynes,r1aslgasbwaibjphkr6z,d7e763b2-c1ce-472a-b008-cbd96cf5dbb9,person,Holly Hynes,"Chief Marketing Officer, Consumer and Small Business Bank","Holly Hynes is the Chief Marketing Officer, Consumer and Small Business Bank at Wells Fargo. Holly Hynes attended California State University, Fresno.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
d9c26c3d-9c51-da7e-5d2a-d71a946c6e37,Sid Vyas,sid-vyas,v1492172382/xesxctl7akba1yonnmuw.png,d9c26c3d-9c51-da7e-5d2a-d71a946c6e37,person,Sid Vyas,Managing Director - Head of Wealth and Trust Technology,,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
2e1fdfb7-4567-43c2-a08a-664ffad7984b,Marc Winniford,marc-winniford,zgsa0tf14rymgh7vwlfv,2e1fdfb7-4567-43c2-a08a-664ffad7984b,person,Marc Winniford,Assistant Treasurer & Head of Corporate Development,,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
6a1ffff8-65a5-3045-608c-9b7cf20adfde,Sandra Nudelman,sandra-nudelman,v1457860487/vykkh0nxzthk0ny8jydo.png,6a1ffff8-65a5-3045-608c-9b7cf20adfde,person,Sandra Nudelman,Chief Customer Officer,,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
9d557439-b9eb-c9bb-2715-5955b5ed7041,Hope A. Hardison,hope-a-hardison,v1461403716/rvafnusd68legm2u3n2k.png,9d557439-b9eb-c9bb-2715-5955b5ed7041,person,Hope A. Hardison,"Senior Executive Vice President, Chief Administrative Officer, and Human Resources Director","Hope A. Hardison, Senior Executive Vice President, Chief Administrative Officer (CAO), and Human Resources Director assumed her CAO role in September 2015. She has been HR Director since September 2010. As CAO, Hardison manages Human Resources, Corporate Communications, Marketing, Government & Community Relations, the Innovation Group, and Enterprise Data & Analytics, overseeing the company’s brand, communications, reputation management, and stakeholder engagement efforts. 

In her role as Human Resource Director, Hardison leads a team that develops and implements people strategies to support Wells Fargo’s business objectives, as well as the management of compensation and benefits, human resource service centers, systems and payroll, finance, team member relations and assistance, talent management, learning and development and diversity for more than 266,000 Wells Fargo team members. 

Hardison is a 22-year veteran of Wells Fargo. From 2008 to 2010, she served as the head of Compensation and Benefits and was responsible for managing benefits, executive and team member compensation and mergers and acquisitions. She also managed international team member compensation and benefit programs. She has held numerous finance, strategic planning and compensation roles since joining Wells Fargo in 1993.

She holds a bachelor’s degree in economics from Swarthmore College and has done graduate work in applied economics and statistics at the University of California, Santa Cruz",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
3aa0d7d4-0705-1423-f25c-d696b899dfbe,Avid Modjtabai,avid-modjtabai,v1454505983/q3kwjcvoaaq1wavkqywq.jpg,3aa0d7d4-0705-1423-f25c-d696b899dfbe,person,Avid Modjtabai,Senior Executive Vice President & Head of Consumer Lending,"Avid Modjtabai is a senior executive vice president and head of consumer lending for Wells Fargo & Company. In this role she is responsible for home lending, auto lending and consumer credit.

Avid Modjtabai is a 21-year veteran of Wells Fargo where she has served in a number of diverse leadership roles. 

Prior to her current role she was the chief information officer and head of the technology and operations group with responsibility for the core technology functions of the company including data centers, enterprise architecture, application development, information security and technology governance. 

Avid Modjtabai has served as Wells Fargo’s director of human resources, led the Internet Services Group and held management positions in consumer deposits and the investment group. 

Before joining Wells Fargo, she was a consultant with McKinsey & Company where she focused on strategy initiatives in financial services.

Avid Modjtabai was named one of the “Most Powerful Women in Banking” and the “Top 25 Women to Watch” by U.S. Banker and the American Banker. She received the “Ellis Island Medal of Honor,” for her outstanding personal and professional achievements and her commitment to preserving the richness of heritage. 

She serves on the board of trustees for The Branson School and is an advisory member of the Columbia Business School Social Enterprise Program and Stanford Center on Longevity.

Avid Modjtabai holds a master's degree from Columbia University and a bachelor's degree from Stanford University.

As a member of Avnet's board of directors, Avid Modjtabai serves on the Audit Committee and Corporate Governance Committee.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
